Sujeto;Canal;Coeficiente;Mediana;RMS;Curtosis;Norma;Entropia;Condicion
Subject30;EEG P3;cD4;0.011928;0.065615;24.522133;0.463970;3.067605;1
Subject30;EEG P3;cD3;0.327750;1.741091;14.541916;12.311374;2.954404;1
Subject30;EEG P3;cD2;42.596946;137.898360;19.151004;975.088657;3.214047;1
Subject30;EEG P3;cD1;1787.135494;8656.084439;3.174074;61207.760052;2.897181;1
Subject30;EEG P4;cA8;0.000026;0.000205;36.865981;0.001452;2.441023;1
Subject30;EEG P4;cD8;0.000024;0.000123;6.579186;0.000868;2.860180;1
Subject30;EEG P4;cD7;0.000176;0.000731;1.723330;0.005168;3.170293;1
Subject30;EEG P4;cD6;0.002109;0.002905;-0.469184;0.020544;3.449148;1
Subject30;EEG P4;cD5;0.000341;0.002069;8.670323;0.014627;2.624886;1
Subject30;EEG P4;cD4;0.007793;0.047825;23.588744;0.338177;2.773175;1
Subject30;EEG P4;cD3;0.770708;1.898041;11.165086;13.421175;3.072712;1
Subject30;EEG P4;cD2;53.585220;124.000878;13.961878;876.818615;3.225621;1
Subject30;EEG P4;cD1;1925.206128;9107.669792;2.111191;64400.950704;2.911993;1
Subject30;EEG O1;cA8;0.000000;0.000074;35.551925;0.000523;1.884982;1
Subject30;EEG O1;cD8;0.000024;0.000127;6.920780;0.000899;2.820448;1
Subject30;EEG O1;cD7;0.000580;0.001012;-0.821069;0.007156;3.448315;1
Subject30;EEG O1;cD6;0.000805;0.003216;0.319846;0.022741;3.185169;1
Subject30;EEG O1;cD5;0.000000;0.002265;15.303043;0.016019;2.544646;1
Subject30;EEG O1;cD4;0.000000;0.042094;27.654426;0.297648;2.401709;1
Subject30;EEG O1;cD3;0.289346;1.725921;27.158963;12.204106;2.906796;1
Subject30;EEG O1;cD2;22.540938;110.565543;16.639474;781.816450;3.191546;1
Subject30;EEG O1;cD1;1642.429913;7921.213179;4.657890;56011.435541;2.962628;1
Subject30;EEG O2;cA8;0.000000;0.000199;38.950901;0.001405;1.918742;1
Subject30;EEG O2;cD8;0.000000;0.000169;6.740813;0.001195;2.699543;1
Subject30;EEG O2;cD7;0.000000;0.000777;2.956841;0.005497;2.694623;1
Subject30;EEG O2;cD6;0.001773;0.003208;1.298780;0.022683;3.432352;1
Subject30;EEG O2;cD5;0.000443;0.002700;11.612994;0.019089;2.710609;1
Subject30;EEG O2;cD4;0.008561;0.059796;33.608740;0.422819;2.657852;1
Subject30;EEG O2;cD3;0.487332;2.400329;14.814791;16.972888;3.110781;1
Subject30;EEG O2;cD2;72.665670;160.934364;9.828961;1137.977799;3.221574;1
Subject30;EEG O2;cD1;2144.912656;11099.793469;6.520636;78487.392320;2.817979;1
Subject30;EEG Fz;cA8;0.000007;0.000060;37.299903;0.000426;2.236551;1
Subject30;EEG Fz;cD8;0.000012;0.000057;4.696431;0.000404;3.028483;1
Subject30;EEG Fz;cD7;0.000084;0.000378;1.593559;0.002671;3.000096;1
Subject30;EEG Fz;cD6;0.001307;0.002228;1.074551;0.015755;3.520231;1
Subject30;EEG Fz;cD5;0.001403;0.006008;3.256212;0.042482;3.146271;1
Subject30;EEG Fz;cD4;0.025529;0.071441;4.138262;0.505166;3.264683;1
Subject30;EEG Fz;cD3;0.229112;1.611947;29.570374;11.398185;2.636288;1
Subject30;EEG Fz;cD2;47.442045;116.740212;19.348457;825.477959;3.217014;1
Subject30;EEG Fz;cD1;0.000000;8694.820227;4.946252;61481.663439;2.758211;1
Subject30;EEG Cz;cA8;0.000019;0.000139;34.180858;0.000982;2.595087;1
Subject30;EEG Cz;cD8;0.000017;0.000085;3.553526;0.000602;2.896944;1
Subject30;EEG Cz;cD7;0.000147;0.000605;0.306031;0.004275;3.145067;1
Subject30;EEG Cz;cD6;0.000951;0.002357;-0.299693;0.016664;3.317883;1
Subject30;EEG Cz;cD5;0.000512;0.003099;16.635371;0.021912;2.637920;1
Subject30;EEG Cz;cD4;0.011873;0.050231;3.588052;0.355189;3.224685;1
Subject30;EEG Cz;cD3;0.244737;1.400357;18.993712;9.902018;2.961036;1
Subject30;EEG Cz;cD2;14.581343;82.510303;31.509099;583.435945;3.083112;1
Subject30;EEG Cz;cD1;1502.994052;8207.503591;6.703647;58035.814458;2.768129;1
Subject30;EEG Pz;cA8;0.000000;0.000116;31.485858;0.000824;2.266172;1
Subject30;EEG Pz;cD8;0.000020;0.000100;4.887362;0.000710;2.904851;1
Subject30;EEG Pz;cD7;0.000440;0.000759;-0.846821;0.005364;3.452458;1
Subject30;EEG Pz;cD6;0.000547;0.002201;-0.017867;0.015564;3.186351;1
Subject30;EEG Pz;cD5;0.000540;0.002773;7.598971;0.019611;2.947891;1
Subject30;EEG Pz;cD4;0.016462;0.065537;30.687447;0.463419;2.980527;1
Subject30;EEG Pz;cD3;0.287959;1.561895;16.252699;11.044269;3.001291;1
Subject30;EEG Pz;cD2;49.422620;115.853621;12.818546;819.208813;3.224946;1
Subject30;EEG Pz;cD1;1736.440936;8864.356651;4.687224;62680.466985;2.840273;1
Subject30;EEG A2-A1;cA8;0.000000;0.000152;37.559010;0.001077;2.138172;1
Subject30;EEG A2-A1;cD8;0.000044;0.000215;5.737307;0.001523;2.960927;1
Subject30;EEG A2-A1;cD7;0.000786;0.002060;1.040029;0.014569;3.258585;1
Subject30;EEG A2-A1;cD6;0.006193;0.010628;0.741508;0.075153;3.500298;1
Subject30;EEG A2-A1;cD5;0.002565;0.011794;2.690134;0.083398;3.041427;1
Subject30;EEG A2-A1;cD4;0.068966;0.168431;-0.213397;1.190984;3.379780;1
Subject30;EEG A2-A1;cD3;0.413736;2.214939;13.595518;15.661982;3.006295;1
Subject30;EEG A2-A1;cD2;32.788799;139.111091;35.147067;983.663958;2.906846;1
Subject30;EEG A2-A1;cD1;2368.666138;13445.179960;7.482442;95071.779243;2.774522;1
Subject32;EEG Fp1;cA8;0.000000;0.000050;37.472159;0.000351;2.049607;1
Subject32;EEG Fp1;cD8;0.000010;0.000053;8.388056;0.000378;2.795816;1
Subject32;EEG Fp1;cD7;0.000123;0.000352;2.574226;0.002487;3.088308;1
Subject32;EEG Fp1;cD6;0.000525;0.001330;0.826597;0.009403;3.359274;1
Subject32;EEG Fp1;cD5;0.000377;0.002395;22.513140;0.016936;2.694687;1
Subject32;EEG Fp1;cD4;0.028519;0.050657;0.309175;0.358198;3.427445;1
Subject32;EEG Fp1;cD3;0.114470;0.591489;13.544626;4.182462;2.985743;1
Subject32;EEG Fp1;cD2;4.264039;30.121140;38.699022;212.988620;2.873603;1
Subject32;EEG Fp1;cD1;494.397265;3318.727953;14.816822;23466.950401;2.561050;1
Subject32;EEG Fp2;cA8;0.000000;0.000077;26.421455;0.000547;2.308285;1
Subject32;EEG Fp2;cD8;0.000018;0.000090;7.084788;0.000639;2.865355;1
Subject32;EEG Fp2;cD7;0.000210;0.000514;-0.058464;0.003638;3.368445;1
Subject32;EEG Fp2;cD6;0.000143;0.000801;4.429179;0.005664;2.664982;1
Subject32;EEG Fp2;cD5;0.000805;0.004573;16.260096;0.032339;2.870154;1
Subject32;EEG Fp2;cD4;0.042400;0.084535;3.923775;0.597750;3.323957;1
Subject32;EEG Fp2;cD3;0.238089;1.359819;17.354472;9.615369;2.980589;1
Subject32;EEG Fp2;cD2;11.226683;65.481502;26.924717;463.024138;2.953935;1
Subject32;EEG Fp2;cD1;1085.160682;6250.751599;9.956464;44199.488434;2.755633;1
Subject32;EEG F3;cA8;0.000028;0.000210;33.753622;0.001486;2.544340;1
Subject32;EEG F3;cD8;0.000028;0.000137;4.702888;0.000966;2.898699;1
Subject32;EEG F3;cD7;0.000110;0.000460;-0.137587;0.003255;3.089301;1
Subject32;EEG F3;cD6;0.001695;0.002235;-0.491148;0.015802;3.542710;1
Subject32;EEG F3;cD5;0.000616;0.003884;19.036985;0.027464;2.659010;1
Subject32;EEG F3;cD4;0.039608;0.072657;3.421173;0.513759;3.404535;1
Subject32;EEG F3;cD3;0.140302;0.696722;14.063659;4.926565;3.071002;1
Subject32;EEG F3;cD2;3.843526;31.708504;40.218315;224.212984;2.547680;1
Subject32;EEG F3;cD1;653.167826;4442.501654;15.972150;31413.230447;2.554275;1
Subject32;EEG F4;cA8;0.000000;0.000101;33.995285;0.000715;2.074697;1
Subject32;EEG F4;cD8;0.000020;0.000106;6.165122;0.000748;2.748873;1
Subject32;EEG F4;cD7;0.000245;0.000447;-0.069170;0.003163;3.389628;1
Subject32;EEG F4;cD6;0.001159;0.002049;0.960465;0.014491;3.456600;1
Subject32;EEG F4;cD5;0.000556;0.003738;29.585120;0.026434;2.660080;1
Subject32;EEG F4;cD4;0.041444;0.077034;4.480369;0.544711;3.451097;1
Subject32;EEG F4;cD3;0.247076;1.371661;16.010962;9.699109;3.015709;1
Subject32;EEG F4;cD2;18.051515;74.709917;35.625259;528.278892;2.940874;1
Subject32;EEG F4;cD1;1227.961136;6397.194328;4.785897;45234.994902;2.826144;1
Subject32;EEG F7;cA8;0.000032;0.000232;31.852299;0.001638;2.500292;1
Subject32;EEG F7;cD8;0.000044;0.000218;7.366147;0.001538;2.953019;1
Subject32;EEG F7;cD7;0.000848;0.001487;0.136686;0.010518;3.465163;1
Subject32;EEG F7;cD6;0.003103;0.005298;-0.425742;0.037461;3.490936;1
Subject32;EEG F7;cD5;0.001285;0.008152;18.051065;0.057641;2.615759;1
Subject32;EEG F7;cD4;0.079766;0.148908;0.637325;1.052942;3.321650;1
Subject32;EEG F7;cD3;0.566877;1.418892;19.104317;10.033078;3.084646;1
Subject32;EEG F7;cD2;5.978543;49.365534;40.045027;349.067039;2.491416;1
Subject32;EEG F7;cD1;943.545823;7124.864391;19.916716;50380.399262;2.384460;1
Subject32;EEG F8;cA8;0.000000;0.000061;36.255822;0.000433;2.168993;1
Subject32;EEG F8;cD8;0.000019;0.000086;6.359119;0.000611;2.988614;1
Subject32;EEG F8;cD7;0.000246;0.000431;-0.188235;0.003044;3.440827;1
Subject32;EEG F8;cD6;0.001296;0.002488;1.561348;0.017590;3.318108;1
Subject32;EEG F8;cD5;0.001206;0.006498;15.783287;0.045950;2.976513;1
Subject32;EEG F8;cD4;0.055068;0.100564;0.922410;0.711098;3.409059;1
Subject32;EEG F8;cD3;0.243725;1.263145;10.110102;8.931787;3.009837;1
Subject32;EEG F8;cD2;9.780129;62.086487;35.569857;439.017761;2.961869;1
Subject32;EEG F8;cD1;1113.960252;5708.434941;5.048237;40364.730564;2.885546;1
Subject32;EEG T3;cA8;0.000043;0.000328;37.611952;0.002323;2.552966;1
Subject32;EEG T3;cD8;0.000056;0.000272;5.109386;0.001920;3.011116;1
Subject32;EEG T3;cD7;0.000306;0.001302;0.918169;0.009209;3.111851;1
Subject32;EEG T3;cD6;0.000771;0.002912;-0.910965;0.020588;3.277516;1
Subject32;EEG T3;cD5;0.000711;0.004158;10.241314;0.029404;2.715293;1
Subject32;EEG T3;cD4;0.024694;0.101995;1.395888;0.721214;3.190353;1
Subject32;EEG T3;cD3;0.221231;1.110131;15.420718;7.849810;3.016389;1
Subject32;EEG T3;cD2;6.290901;48.033822;38.249684;339.650414;2.620646;1
Subject32;EEG T3;cD1;907.491747;6153.570316;11.177647;43512.312989;2.510869;1
Subject32;EEG T4;cA8;0.000022;0.000166;31.717111;0.001174;2.439298;1
Subject32;EEG T4;cD8;0.000034;0.000160;4.455160;0.001135;3.044382;1
Subject32;EEG T4;cD7;0.000041;0.000422;7.283653;0.002985;2.802809;1
Subject32;EEG T4;cD6;0.000929;0.001770;0.974441;0.012512;3.286894;1
Subject32;EEG T4;cD5;0.000559;0.003489;24.567311;0.024674;2.775544;1
Subject32;EEG T4;cD4;0.039676;0.073321;2.256624;0.518457;3.411670;1
Subject32;EEG T4;cD3;0.189897;1.249575;27.585551;8.835826;2.840309;1
Subject32;EEG T4;cD2;10.782058;70.587490;33.916550;499.128927;2.821066;1
Subject32;EEG T4;cD1;1396.646612;7063.774106;4.732920;49948.425709;2.879237;1
Subject32;EEG C3;cA8;0.000000;0.000109;34.463080;0.000771;2.191015;1
Subject32;EEG C3;cD8;0.000023;0.000107;1.804087;0.000758;2.947019;1
Subject32;EEG C3;cD7;0.000202;0.000526;-0.338586;0.003722;3.233451;1
Subject32;EEG C3;cD6;0.000603;0.001453;-0.772279;0.010275;3.369469;1
Subject32;EEG C3;cD5;0.000426;0.002543;16.207654;0.017979;2.810943;1
Subject32;EEG C3;cD4;0.028656;0.053496;0.965584;0.378274;3.381101;1
Subject32;EEG C3;cD3;0.363143;0.939623;14.667185;6.644134;3.080098;1
Subject32;EEG C3;cD2;6.086827;41.003716;36.301787;289.940060;2.832235;1
Subject32;EEG C3;cD1;888.302998;5092.076356;7.108256;36006.417216;2.716880;1
Subject32;EEG C4;cA8;0.000008;0.000123;31.047853;0.000868;2.264925;1
Subject32;EEG C4;cD8;0.000000;0.000089;6.670691;0.000631;2.717220;1
Subject32;EEG C4;cD7;0.000167;0.000419;-0.794361;0.002960;3.275886;1
Subject32;EEG C4;cD6;0.000311;0.001241;0.414839;0.008777;3.232523;1
Subject32;EEG C4;cD5;0.000450;0.002762;23.915827;0.019530;2.836715;1
Subject32;EEG C4;cD4;0.013824;0.058094;4.524327;0.410790;3.242314;1
Subject32;EEG C4;cD3;0.209961;1.229663;17.894134;8.695030;2.921251;1
Subject32;EEG C4;cD2;20.626563;77.373289;32.430135;547.111776;3.051184;1
Subject32;EEG C4;cD1;1259.333840;6233.384484;3.702594;44076.684387;2.868642;1
Subject32;EEG T5;cA8;0.000000;0.000073;37.426369;0.000516;2.061033;1
Subject32;EEG T5;cD8;0.000013;0.000123;4.574958;0.000872;2.856840;1
Subject32;EEG T5;cD7;0.000000;0.000668;1.859495;0.004725;2.832498;1
Subject32;EEG T5;cD6;0.001534;0.002917;0.320929;0.020628;3.273621;1
Subject32;EEG T5;cD5;0.000794;0.004473;11.662990;0.031626;2.829617;1
Subject32;EEG T5;cD4;0.012255;0.058335;6.530837;0.412492;3.002438;1
Subject32;EEG T5;cD3;0.212484;1.025661;8.128041;7.252520;3.071186;1
Subject32;EEG T5;cD2;12.444086;50.148275;29.180910;354.601856;2.999729;1
Subject32;EEG T5;cD1;941.233611;5794.514209;10.126264;40973.402910;2.619941;1
Subject32;EEG T6;cA8;0.000000;0.000030;32.607763;0.000214;1.769939;1
Subject32;EEG T6;cD8;0.000000;0.000049;13.939347;0.000347;2.516442;1
Subject32;EEG T6;cD7;0.000091;0.000385;1.066582;0.002723;3.097308;1
Subject32;EEG T6;cD6;0.000134;0.000627;4.495046;0.004434;3.003812;1
Subject32;EEG T6;cD5;0.000000;0.000690;38.879170;0.004877;1.909940;1
Subject32;EEG T6;cD4;0.000000;0.018867;17.589966;0.133411;2.402868;1
Subject32;EEG T6;cD3;0.127219;0.690975;15.261295;4.885930;3.015837;1
Subject32;EEG T6;cD2;17.951626;43.548884;22.442373;307.937111;3.195529;1
Subject32;EEG T6;cD1;654.943995;3317.664692;4.741880;23459.432013;2.859342;1
Subject32;EEG P3;cA8;0.000000;0.000065;30.769566;0.000461;2.152117;1
Subject32;EEG P3;cD8;0.000019;0.000092;8.084578;0.000654;2.971481;1
Subject32;EEG P3;cD7;0.000157;0.000610;0.497617;0.004316;3.248898;1
Subject32;EEG P3;cD6;0.000704;0.001305;1.984576;0.009225;3.396504;1
Subject32;EEG P3;cD5;0.000374;0.001987;16.011785;0.014051;2.958842;1
Subject32;EEG P3;cD4;0.020857;0.038260;1.232349;0.270537;3.385881;1
Subject32;EEG P3;cD3;0.102883;0.573382;12.981521;4.054425;2.922520;1
Subject32;EEG P3;cD2;6.769825;40.244886;35.316400;284.574316;3.058866;1
Subject32;EEG P3;cD1;693.015332;3953.225767;10.724742;27953.527471;2.792147;1
Subject32;EEG P4;cA8;0.000000;0.000057;38.451123;0.000402;2.001905;1
Subject32;EEG P4;cD8;0.000011;0.000059;10.130511;0.000417;2.855865;1
Subject32;EEG P4;cD7;0.000259;0.000473;1.874878;0.003346;3.412417;1
Subject32;EEG P4;cD6;0.000303;0.000777;-0.039088;0.005491;3.287967;1
Subject32;EEG P4;cD5;0.000225;0.001510;24.859029;0.010680;2.707008;1
Subject32;EEG P4;cD4;0.017483;0.034327;5.597631;0.242728;3.359195;1
Subject32;EEG P4;cD3;0.113667;0.695691;17.555060;4.919281;2.883128;1
Subject32;EEG P4;cD2;17.275523;47.200448;33.299325;333.757568;3.144710;1
Subject32;EEG P4;cD1;761.195016;3671.138686;2.564398;25958.870595;2.927597;1
Subject32;EEG O1;cA8;0.000000;0.000096;36.258515;0.000677;1.999616;1
Subject32;EEG O1;cD8;0.000019;0.000089;5.954894;0.000632;3.073013;1
Subject32;EEG O1;cD7;0.000292;0.000553;1.006572;0.003910;3.279543;1
Subject32;EEG O1;cD6;0.000431;0.001165;2.665271;0.008239;3.234171;1
Subject32;EEG O1;cD5;0.000329;0.001584;6.504238;0.011197;3.010693;1
Subject32;EEG O1;cD4;0.012485;0.022629;-0.448928;0.160014;3.348039;1
Subject32;EEG O1;cD3;0.030357;0.162745;10.470987;1.150781;2.970501;1
Subject32;EEG O1;cD2;1.607963;11.170422;38.091662;78.986812;2.818884;1
Subject32;EEG O1;cD1;227.137094;1796.825264;28.047479;12705.473287;2.457568;1
Subject32;EEG O2;cA8;0.000005;0.000093;36.676627;0.000654;2.252782;1
Subject32;EEG O2;cD8;0.000016;0.000082;6.461413;0.000581;2.904732;1
Subject32;EEG O2;cD7;0.000140;0.000536;0.715352;0.003793;3.309085;1
Subject32;EEG O2;cD6;0.000191;0.000832;2.633037;0.005880;3.091686;1
Subject32;EEG O2;cD5;0.000000;0.000996;16.135397;0.007045;2.299315;1
Subject32;EEG O2;cD4;0.004895;0.020711;0.546271;0.146449;3.085967;1
Subject32;EEG O2;cD3;0.045184;0.249043;12.306928;1.760998;2.978538;1
Subject32;EEG O2;cD2;2.432856;16.561300;38.147999;117.106072;2.854583;1
Subject32;EEG O2;cD1;312.523261;1973.108621;12.668577;13951.984858;2.697952;1
Subject32;EEG Fz;cA8;0.000000;0.000132;28.792121;0.000933;2.327423;1
Subject32;EEG Fz;cD8;0.000027;0.000122;3.483387;0.000866;3.006644;1
Subject32;EEG Fz;cD7;0.000107;0.000427;3.464980;0.003017;3.247879;1
Subject32;EEG Fz;cD6;0.001068;0.001835;-0.813846;0.012978;3.471666;1
Subject32;EEG Fz;cD5;0.000520;0.003324;21.785788;0.023503;2.679865;1
Subject32;EEG Fz;cD4;0.036096;0.071966;2.573054;0.508874;3.271570;1
Subject32;EEG Fz;cD3;0.254763;1.332095;13.619847;9.419334;3.049266;1
Subject32;EEG Fz;cD2;10.224774;65.582182;33.714603;463.736057;2.871065;1
Subject32;EEG Fz;cD1;1164.403851;6294.246383;10.449280;44507.042996;2.861866;1
Subject32;EEG Cz;cA8;0.000015;0.000123;35.547213;0.000868;2.411287;1
Subject32;EEG Cz;cD8;0.000000;0.000068;4.924705;0.000483;2.695443;1
Subject32;EEG Cz;cD7;0.000073;0.000312;0.223059;0.002208;3.048051;1
Subject32;EEG Cz;cD6;0.000220;0.000877;-0.351064;0.006203;3.194247;1
Subject32;EEG Cz;cD5;0.000375;0.002506;27.591136;0.017717;2.652515;1
Subject32;EEG Cz;cD4;0.023633;0.052127;8.324014;0.368595;3.170304;1
Subject32;EEG Cz;cD3;0.196856;1.158945;19.094045;8.194981;2.886362;1
Subject32;EEG Cz;cD2;22.111039;63.873736;32.029652;451.655520;3.002069;1
Subject32;EEG Cz;cD1;1098.905055;5277.033151;2.636305;37314.259257;2.917253;1
Subject32;EEG Pz;cA8;0.000000;0.000055;32.131308;0.000388;2.085570;1
Subject32;EEG Pz;cD8;0.000017;0.000073;0.999251;0.000516;3.096227;1
Subject32;EEG Pz;cD7;0.000114;0.000444;0.066175;0.003139;3.258712;1
Subject32;EEG Pz;cD6;0.000337;0.000851;0.706500;0.006018;3.361357;1
Subject32;EEG Pz;cD5;0.000277;0.001671;20.107879;0.011814;2.786478;1
Subject32;EEG Pz;cD4;0.009209;0.037589;9.431835;0.265792;3.316302;1
Subject32;EEG Pz;cD3;0.169950;0.638312;14.778294;4.513547;2.974393;1
Subject32;EEG Pz;cD2;7.947072;43.716122;32.127385;309.119661;3.142564;1
Subject32;EEG Pz;cD1;706.107320;3788.053537;6.512691;26785.583434;2.797222;1
Subject32;EEG A2-A1;cA8;0.000000;0.000311;30.003024;0.002201;2.068116;1
Subject32;EEG A2-A1;cD8;0.000104;0.000530;7.638614;0.003749;2.897107;1
Subject32;EEG A2-A1;cD7;0.000000;0.001527;3.547820;0.010797;2.540140;1
Subject32;EEG A2-A1;cD6;0.001780;0.008068;4.723728;0.057049;3.100633;1
Subject32;EEG A2-A1;cD5;0.004623;0.015318;7.694188;0.108316;3.008206;1
Subject32;EEG A2-A1;cD4;0.038536;0.172426;6.542061;1.219233;3.130131;1
Subject32;EEG A2-A1;cD3;0.445275;2.429910;19.364403;17.182058;2.977286;1
Subject32;EEG A2-A1;cD2;19.761895;129.496972;33.780811;915.681870;2.792268;1
Subject32;EEG A2-A1;cD1;2480.764730;16346.714903;13.660466;115588.729578;2.558519;1
Subject33;EEG Fp1;cA8;0.000013;0.000121;40.082214;0.000853;2.133222;1
Subject33;EEG Fp1;cD8;0.000000;0.000091;6.285828;0.000647;2.607562;1
Subject33;EEG Fp1;cD7;0.000000;0.000207;10.816990;0.001464;2.103004;1
Subject33;EEG Fp1;cD6;0.000000;0.001471;7.503803;0.010404;2.415779;1
Subject33;EEG Fp1;cD5;0.003993;0.011099;3.124861;0.078481;3.216883;1
Subject33;EEG Fp1;cD4;0.095992;0.128615;-0.513111;0.909443;3.497004;1
Subject33;EEG Fp1;cD3;0.404625;3.325321;40.947589;23.513573;2.552810;1
Subject33;EEG Fp1;cD2;34.149078;200.114761;23.608123;1415.025048;2.922227;1
Subject33;EEG Fp1;cD1;0.000000;14908.511714;3.448494;105419.097302;2.738637;1
Subject33;EEG Fp2;cA8;0.000010;0.000095;42.160970;0.000673;2.099020;1
Subject33;EEG Fp2;cD8;0.000015;0.000076;4.009482;0.000538;2.826639;1
Subject33;EEG Fp2;cD7;0.000068;0.000343;5.096415;0.002425;2.856165;1
Subject33;EEG Fp2;cD6;0.000461;0.002121;5.717382;0.014996;3.053818;1
Subject33;EEG Fp2;cD5;0.007029;0.013216;5.394767;0.093454;3.433070;1
Subject33;EEG Fp2;cD4;0.060407;0.106785;1.707152;0.755084;3.464089;1
Subject33;EEG Fp2;cD3;0.288621;2.400590;41.876749;16.974733;2.568939;1
Subject33;EEG Fp2;cD2;19.587332;138.253824;38.806263;977.602166;2.771696;1
Subject33;EEG Fp2;cD1;1046.781156;11176.564310;3.541623;79030.244142;2.719513;1
Subject33;EEG F3;cA8;0.000000;0.000120;40.842622;0.000849;1.792308;1
Subject33;EEG F3;cD8;0.000026;0.000128;4.624191;0.000904;2.924458;1
Subject33;EEG F3;cD7;0.000000;0.000216;7.081581;0.001527;2.215620;1
Subject33;EEG F3;cD6;0.000278;0.001327;1.772693;0.009384;2.916088;1
Subject33;EEG F3;cD5;0.003291;0.008581;0.974302;0.060680;3.264754;1
Subject33;EEG F3;cD4;0.057727;0.108074;4.233024;0.764197;3.395330;1
Subject33;EEG F3;cD3;0.429761;3.098457;38.490678;21.909397;2.784288;1
Subject33;EEG F3;cD2;37.551460;202.847412;26.907357;1434.347806;3.052774;1
Subject33;EEG F3;cD1;0.000000;14330.308906;2.854857;101330.586042;2.695547;1
Subject33;EEG F4;cA8;0.000029;0.000267;40.267114;0.001889;2.247744;1
Subject33;EEG F4;cD8;0.000020;0.000103;3.666165;0.000727;2.827261;1
Subject33;EEG F4;cD7;0.000000;0.000190;6.750254;0.001346;2.353851;1
Subject33;EEG F4;cD6;0.000286;0.001418;3.495825;0.010024;2.894387;1
Subject33;EEG F4;cD5;0.006062;0.010818;7.066078;0.076495;3.509657;1
Subject33;EEG F4;cD4;0.037471;0.095124;1.596111;0.672630;3.350137;1
Subject33;EEG F4;cD3;0.389537;2.851346;35.820031;20.162058;2.700253;1
Subject33;EEG F4;cD2;31.964970;169.323848;12.549591;1197.300411;2.985151;1
Subject33;EEG F4;cD1;0.000000;13813.664141;1.860760;97677.355873;2.799017;1
Subject33;EEG F7;cA8;0.000000;0.000045;41.378996;0.000319;1.855763;1
Subject33;EEG F7;cD8;0.000011;0.000059;5.796035;0.000419;2.819793;1
Subject33;EEG F7;cD7;0.000000;0.000278;5.901568;0.001965;2.668268;1
Subject33;EEG F7;cD6;0.000000;0.001776;3.469133;0.012555;2.626062;1
Subject33;EEG F7;cD5;0.003639;0.009352;0.714466;0.066132;3.293606;1
Subject33;EEG F7;cD4;0.065111;0.112493;-0.733983;0.795448;3.462442;1
Subject33;EEG F7;cD3;0.315857;2.401760;39.060475;16.983005;2.727484;1
Subject33;EEG F7;cD2;25.349622;142.995241;21.755487;1011.129043;2.950165;1
Subject33;EEG F7;cD1;0.000000;9974.466212;1.626616;70530.126972;2.852781;1
Subject33;EEG F8;cA8;0.000012;0.000105;40.472169;0.000743;2.391518;1
Subject33;EEG F8;cD8;0.000000;0.000049;5.042228;0.000344;2.675368;1
Subject33;EEG F8;cD7;0.000000;0.000241;6.930502;0.001705;2.596077;1
Subject33;EEG F8;cD6;0.000000;0.001495;3.801733;0.010574;2.731110;1
Subject33;EEG F8;cD5;0.005980;0.011541;3.273643;0.081605;3.295681;1
Subject33;EEG F8;cD4;0.039505;0.104222;5.741464;0.736960;3.341286;1
Subject33;EEG F8;cD3;0.284038;2.287519;41.586831;16.175205;2.649485;1
Subject33;EEG F8;cD2;19.263459;124.692774;32.195805;881.711058;2.802227;1
Subject33;EEG F8;cD1;999.344610;10108.705399;3.193339;71479.341365;2.807015;1
Subject33;EEG T3;cA8;0.000000;0.000215;39.869036;0.001520;1.874264;1
Subject33;EEG T3;cD8;0.000028;0.000148;4.005870;0.001046;2.809184;1
Subject33;EEG T3;cD7;0.000000;0.000476;4.726418;0.003369;2.483906;1
Subject33;EEG T3;cD6;0.000710;0.003182;3.749208;0.022502;3.066777;1
Subject33;EEG T3;cD5;0.003195;0.012350;1.092882;0.087326;3.296652;1
Subject33;EEG T3;cD4;0.079374;0.138507;-0.381189;0.979394;3.460273;1
Subject33;EEG T3;cD3;0.394617;3.060258;38.766662;21.639292;2.663629;1
Subject33;EEG T3;cD2;29.169447;196.499041;36.285180;1389.458047;2.777291;1
Subject33;EEG T3;cD1;0.000000;19143.220081;3.811728;135363.007327;2.690031;1
Subject33;EEG T4;cA8;0.000000;0.000273;38.092836;0.001928;1.916839;1
Subject33;EEG T4;cD8;0.000034;0.000168;6.682418;0.001185;2.951156;1
Subject33;EEG T4;cD7;0.000000;0.000333;6.214348;0.002351;2.239799;1
Subject33;EEG T4;cD6;0.000228;0.002247;3.195715;0.015887;2.843404;1
Subject33;EEG T4;cD5;0.000537;0.005750;6.306233;0.040656;2.738171;1
Subject33;EEG T4;cD4;0.019684;0.081588;6.365160;0.576913;3.238210;1
Subject33;EEG T4;cD3;0.235914;1.883471;39.924351;13.318148;2.569809;1
Subject33;EEG T4;cD2;27.503462;174.164466;36.027717;1231.528749;2.947625;1
Subject33;EEG T4;cD1;1547.227203;16669.892231;4.718222;117873.938382;2.716604;1
Subject33;EEG C3;cA8;0.000000;0.000166;39.786790;0.001176;1.968003;1
Subject33;EEG C3;cD8;0.000020;0.000115;13.622548;0.000813;2.675174;1
Subject33;EEG C3;cD7;0.000000;0.000327;8.355114;0.002310;2.471149;1
Subject33;EEG C3;cD6;0.000459;0.001947;1.125074;0.013768;3.136768;1
Subject33;EEG C3;cD5;0.002077;0.008147;0.020620;0.057609;3.248274;1
Subject33;EEG C3;cD4;0.060542;0.113345;2.368709;0.801467;3.393471;1
